1;name1;surname1;subject1;50;отл;1234567
s;name2;surname2;subject2;51;удв;1234568
3;name3;surname3;subject3;52;хор;1234569
4;name4;surname4;subject4;53;зач;1234570
5;name5;surname5;subject5;54;отл;1234571
6;name6;surname6;subject6;55;удв;1234572
7;name7;surname7;subject7;56;хор;1234573
8;name8;surname8;subject8;57;хор;1234574
9;name9;surname9;subject9;58;зач;1234575
10;name10;surname10;subject10;59;отл;1234576
11;name11;surname11;subject11;60;удв;1234577
12;name12;surname12;subject12;61;хор;1234578
13;name13;surname13;subject13;62;хор;1234579
14;name14;surname14;subject14;63;зач;1234580
15;name15;surname15;subject15;64;отл;1234581
16;name16;surname16;subject16;65;удв;1234582
17;name17;surname17;subject17;66;хор;1234583
18;name18;surname18;subject18;67;хор;1234584
19;name19;surname19;subject19;68;зач;1234585
20;name20;surname20;subject20;69;отл;1234586
21;name21;surname21;subject21;70;удв;1234587
22;name22;surname22;subject22;71;хор;1234588
23;name23;surname23;subject23;72;хор;1234589
24;name24;surname24;subject24;73;зач;1234590
25;name25;surname25;subject25;74;отл;1234591
26;name26;surname26;subject26;75;удв;1234592
27;name27;surname27;subject27;76;хор;1234593
28;name28;surname28;subject28;77;хор;1234594
29;name29;surname29;subject29;78;зач;1234595
30;name30;surname30;subject30;79;отл;1234596
31;name31;surname31;subject31;80;удв;1234597
32;name32;surname32;subject32;81;хор;1234598
33;name33;surname33;subject33;82;хор;1234599
34;name34;surname34;subject34;83;зач;1234600
35;name35;surname35;subject35;84;отл;1234601
36;name36;surname36;subject36;85;удв;1234602
37;name37;surname37;subject37;86;хор;1234603
38;name38;surname38;subject38;87;хор;1234604
39;name39;surname39;subject39;88;зач;1234605
40;name40;surname40;subject40;89;отл;1234606
41;name41;surname41;subject41;90;удв;1234607
42;name42;surname42;subject42;91;хор;1234608
43;name43;surname43;subject43;92;хор;1234609
44;name44;surname44;subject44;93;зач;1234610
45;name45;surname45;subject45;94;отл;1234611
46;name46;surname46;subject46;95;удв;1234612
47;name47;surname47;subject47;96;хор;1234613
48;name48;surname48;subject48;97;хор;1234614
49;name49;surname49;subject49;98;зач;1234615
50;name50;surname50;subject50;99;отл;1234616
51;name51;surname51;subject51;100;удв;1234617
52;name52;surname52;subject52;101;хор;1234618
53;name53;surname53;subject53;102;хор;1234619
54;name54;surname54;subject54;103;зач;1234620
55;name55;surname55;subject55;104;отл;1234621
56;name56;surname56;subject56;105;удв;1234622
57;name57;surname57;subject57;106;хор;1234623
58;name58;surname58;subject58;107;хор;1234624
59;name59;surname59;subject59;108;зач;1234625
60;name60;surname60;subject60;109;отл;1234626
61;name61;surname61;subject61;110;удв;1234627
62;name62;surname62;subject62;111;хор;1234628
63;name63;surname63;subject63;112;хор;1234629
64;name64;surname64;subject64;113;зач;1234630
65;name65;surname65;subject65;114;отл;1234631
66;name66;surname66;subject66;115;удв;1234632
67;name67;surname67;subject67;116;хор;1234633
68;name68;surname68;subject68;117;хор;1234634
69;name69;surname69;subject69;118;зач;1234635
70;name70;surname70;subject70;119;отл;1234636
71;name71;surname71;subject71;120;удв;1234637
72;name72;surname72;subject72;121;хор;1234638
73;name73;surname73;subject73;122;хор;1234639
74;name74;surname74;subject74;123;зач;1234640
75;name75;surname75;subject75;124;отл;1234641
76;name76;surname76;subject76;125;удв;1234642
77;name77;surname77;subject77;126;хор;1234643
78;name78;surname78;subject78;127;хор;1234644
79;name79;surname79;subject79;128;зач;1234645
80;name80;surname80;subject80;129;отл;1234646
81;name81;surname81;subject81;130;удв;1234647
82;name82;surname82;subject82;131;хор;1234648
83;name83;surname83;subject83;132;хор;1234649
84;name84;surname84;subject84;133;зач;1234650
85;name85;surname85;subject85;134;отл;1234651
86;name86;surname86;subject86;135;удв;1234652
87;name87;surname87;subject87;136;хор;1234653
88;name88;surname88;subject88;137;хор;1234654
89;name89;surname89;subject89;138;зач;1234655
90;name90;surname90;subject90;139;отл;1234656
91;name91;surname91;subject91;140;удв;1234657
92;name92;surname92;subject92;141;хор;1234658
93;name93;surname93;subject93;142;хор;1234659
94;name94;surname94;subject94;143;зач;1234660
95;name95;surname95;subject95;144;отл;1234661
96;name96;surname96;subject96;145;удв;1234662
97;name97;surname97;subject97;146;хор;1234663
98;name98;surname98;subject98;147;хор;1234664
99;name99;surname99;subject99;148;зач;1234665
100;name100;surname100;subject100;149;отл;1234666
101;name101;surname101;subject101;150;удв;1234667
102;name102;surname102;subject102;151;хор;1234668
103;name103;surname103;subject103;152;хор;1234669
104;name104;surname104;subject104;153;зач;1234670
105;name105;surname105;subject105;154;отл;1234671
106;name106;surname106;subject106;155;удв;1234672
107;name107;surname107;subject107;156;хор;1234673
108;name108;surname108;subject108;157;хор;1234674
109;name109;surname109;subject109;158;зач;1234675
110;name110;surname110;subject110;159;отл;1234676
111;name111;surname111;subject111;160;удв;1234677
112;name112;surname112;subject112;161;хор;1234678
113;name113;surname113;subject113;162;хор;1234679
114;name114;surname114;subject114;163;зач;1234680
115;name115;surname115;subject115;164;отл;1234681
116;name116;surname116;subject116;165;удв;1234682
117;name117;surname117;subject117;166;хор;1234683
118;name118;surname118;subject118;167;хор;1234684
119;name119;surname119;subject119;168;зач;1234685
120;name120;surname120;subject120;169;отл;1234686
121;name121;surname121;subject121;170;удв;1234687
122;name122;surname122;subject122;171;хор;1234688
123;name123;surname123;subject123;172;хор;1234689
124;name124;surname124;subject124;173;зач;1234690
125;name125;surname125;subject125;174;отл;1234691
126;name126;surname126;subject126;175;удв;1234692
127;name127;surname127;subject127;176;хор;1234693
128;name128;surname128;subject128;177;хор;1234694
129;name129;surname129;subject129;178;зач;1234695
130;name130;surname130;subject130;179;отл;1234696
131;name131;surname131;subject131;180;удв;1234697
132;name132;surname132;subject132;181;хор;1234698
133;name133;surname133;subject133;182;хор;1234699
134;name134;surname134;subject134;183;зач;1234700
135;name135;surname135;subject135;184;отл;1234701
136;name136;surname136;subject136;185;удв;1234702
137;name137;surname137;subject137;186;хор;1234703
138;name138;surname138;subject138;187;хор;1234704
139;name139;surname139;subject139;188;зач;1234705
140;name140;surname140;subject140;189;отл;1234706
141;name141;surname141;subject141;190;удв;1234707
142;name142;surname142;subject142;191;хор;1234708
143;name143;surname143;subject143;192;хор;1234709
144;name144;surname144;subject144;193;зач;1234710
145;name145;surname145;subject145;194;отл;1234711
146;name146;surname146;subject146;195;удв;1234712
147;name147;surname147;subject147;196;хор;1234713
148;name148;surname148;subject148;197;хор;1234714
149;name149;surname149;subject149;198;зач;1234715
150;name150;surname150;subject150;199;отл;1234716
151;name151;surname151;subject151;200;удв;1234717
152;name152;surname152;subject152;201;хор;1234718
153;name153;surname153;subject153;202;хор;1234719
sd154;name154;surname154;subject154;203;зач;1234720
155;name155;surname155;subject155;204;отл;1234721
156;name156;surname156;subject156;205;удв;1234722
